350
48 1000
31 19 465591
35 16 423786
19 15 424423
50 19 466646
15 9 171016
31 10 58108
42 31 92815
28 33 253060
23 33 104475
18 11 245197
16 15 250483
16 46 332754
6 4 110903
30 22 258457
13 17 261887
50 8 287669
6 40 339978
15 25
4 8 484859
5 11 257666
4 5 621014
1 6 365655
6 12 281235
10 5 21671
1 11 586567
6 2 205912
13 9 316566
10 12 442880
13 14 218429
2 9 516044
12 5 464551
11 15 400107
5 6 183316
3 11 451590
5 15 142441
10 9 194389
7 10 457516
7 6 619161
8 6 382598
5 3 224020
11 14 299213
2 8 575642
15 12 529331
9 19
6 1 290351
6 7 240892
4 9 410113
3 1 280150
3 2 116758
4 6 440459
8 5 629879
3 4 430258
1 5 248043
6 8 184790
9 6 408713
6 2 200662
7 2 441554
5 4 97935
3 6 83904
2 4 547016
1 8 381836
5 9 508048
3 7 324796
23 184
10 17 25804
15 18 288047
11 9 183007
18 22 156321
15 8 201554
19 1 181004
20 1 61704
15 1 106830
16 1 163192
18 19 264540
3 15 50381
18 9 293835
7 13 75197
15 20 45126
10 16 86434
4 10 160470
5 6 282520
22 13 111375
22 4 211913
9 20 148726
11 13 8870
9 6 246396
21 18 252389
23 14 113361
18 11 203791
2 18 316468
13 5 136850
19 2 208610
10 6 162853
14 18 221746
10 2 138730
3 6 193195
7 17 32210
10 3 160690
20 16 116601
5 19 108977
15 12 140579
8 23 160598
2 11 112677
7 2 153995
21 6 203138
11 16 77471
15 21 150594
1 23 85571
12 23 39083
19 9 261850
17 5 179837
4 18 256384
5 3 280357
12 1 46488
16 5 206101
7 15 125574
23 22 103009
21 22 168843
2 12 169000
13 14 61191
4 13 143287
9 13 174787
12 9 201436
7 12 27744
14 6 206861
20 21 105468
7 1 18744
22 7 36178
13 8 108428
4 6 192957
12 13 47453
10 5 154033
19 12 134516
3 1 157211
16 14 130442
16 3 212108
12 21 104921
15 14 154317
22 6 214296
11 19 95933
3 2 169054
1 11 100834
10 21 74651
19 4 230350
12 14 74278
20 13 48000
14 21 118659
20 14 109191
18 23 247091
4 5 280137
9 23 240534
2 8 229975
19 17 130050
13 18 194932
7 19 162260
16 19 156314
17 18 203542
6 16 214271
2 6 24123
1 9 192436
14 2 182738
6 13 145670
6 18 340591
23 3 155069
22 3 212133
21 8 165896
9 16 105536
8 4 251715
16 18 264172
20 12 95453
1 21 151409
4 21 200755
14 19 148254
5 1 138278
5 8 245278
8 7 149259
19 13 87063
23 7 66827
20 8 156428
6 17 188657
3 9 244233
15 23 179662
22 15 161752
16 15 161727
9 8 282249
15 2 118673
23 5 223386
18 20 242921
23 20 134536
15 9 193852
4 2 168834
13 1 93941
19 8 171218
19 23 173599
5 15 229976
2 5 258397
21 9 232255
17 1 50954
11 5 145720
4 3 100542
22 12 63922
13 23 86536
18 10 177738
3 8 183635
22 20 116626
16 22 180626
15 11 84256
17 22 68388
14 11 70061
22 11 120245
23 11 95406
17 15 136113
12 10 30270
11 20 39130
11 6 136800
4 9 220586
14 5 198043
23 16 155787
17 2 164534
5 18 331771
20 7 80448
14 8 135253
21 3 200975
16 13 69251
12 16 116704
6 19 232733
12 18 208008
14 7 95495
6 1 159374
10 14 44008
12 5 184303
2 1 135251
10 9 191004
12 3 190960
13 10 17183
15 19 180189
5 9 248145
4 20 95287
17 13 42987
8 10 91245
23 4 229823
18 8 93322
5 21 79382
10 15 110322
15 6 142796
1 18 211243
10 11 26053
2 21 179015
27 330
1 10 241974
4 1 222637
6 4 219790
24 22 378095
1 5 32076
10 9 237627
15 1 104632
21 12 172360
26 5 240841
22 12 203322
19 9 80015
18 22 105484
2 3 259425
16 14 291591
10 4 154774
8 23 235867
8 26 147951
24 20 305710
15 24 158684
24 14 339200
25 23 171336
24 12 264665
1 18 258975
21 4 209930
1 8 85980
15 11 183021
26 20 252052
10 18 120691
18 2 13360
6 15 192272
8 24 177336
14 13 166942
13 18 206197
19 24 345983
6 11 237935
13 7 116753
3 18 272785
8 18 276301
22 23 208680
16 18 303956
11 25 166649
20 18 190283
3 26 198556
13 21 137864
25 5 100954
26 9 96125
9 13 57824
18 27 219232
6 19 106711
11 16 149677
7 19 138929
19 15 220649
22 7 214660
23 5 218826
24 27 246375
20 2 176923
24 4 205758
22 11 258066
4 5 190536
4 17 182894
16 12 258169
26 11 185581
11 21 243888
19 18 228373
19 20 235927
26 6 251291
23 26 194277
3 10 152094
26 27 7341
10 11 165069
12 4 58907
24 21 271898
7 15 92103
16 3 162652
12 7 151249
21 5 224769
21 17 176272
5 18 291051
10 2 107331
8 5 92890
7 20 214856
16 10 237489
19 17 173136
1 21 217846
25 17 52470
5 3 163612
16 26 162643
16 24 192028
15 13 173886
11 5 150637
27 13 120985
19 12 268797
24 23 177468
14 27 225186
20 14 230152
17 14 215516
5 2 277691
17 23 191461
20 21 235967
7 23 197386
3 25 153674
8 21 131866
8 15 18652
24 7 250787
12 3 268112
7 3 235752
4 9 129908
14 22 38895
12 11 281087
27 1 241272
27 20 259393
15 20 147019
15 22 258137
2 8 289661
13 1 191388
12 23 87197
27 5 239636
2 27 232592
4 25 143046
10 25 149610
19 14 233679
1 25 133030
18 23 185035
15 26 129299
14 3 206196
25 13 145841
22 20 269047
13 4 72066
22 5 185567
22 13 128047
3 22 245091
14 6 126972
10 17 161414
18 25 236011
11 8 181346
15 10 224472
11 14 219172
17 22 234051
12 18 97838
10 27 171084
12 6 257105
27 25 191483
26 25 184142
25 7 146946
21 9 80040
9 22 185871
26 12 114070
2 24 375863
14 26 232527
9 15 146580
1 9 213908
12 14 164427
27 8 155292
12 27 121394
21 10 236732
13 17 110828
23 4 28290
25 6 76744
6 24 350956
10 7 215621
17 27 191152
8 9 127928
6 1 209774
5 7 203645
12 17 241801
13 19 137848
6 22 165863
15 27 136640
26 2 225251
27 4 180301
4 26 172960
23 9 138457
13 24 258101
2 1 245615
12 8 262004
15 14 278574
10 26 178425
19 8 201997
23 19 218457
1 14 192386
14 23 237166
24 3 133004
18 24 362503
4 18 156745
12 20 288121
3 23 217772
8 3 194324
25 22 190362
4 22 200113
22 27 249032
20 9 155927
7 14 253555
22 19 265871
8 22 239471
1 16 103116
12 1 281519
19 21 160040
4 16 258969
16 8 31669
8 6 173620
27 6 243950
6 2 172627
18 11 285781
23 1 250902
2 14 53229
25 21 168057
16 5 124559
15 17 63066
17 24 221742
25 16 128545
19 27 183466
2 16 290591
3 1 131536
11 23 230747
15 12 243352
8 13 155234
5 24 221331
7 27 44537
7 6 223690
12 5 249443
27 23 201618
7 18 207302
8 4 227300
16 17 76075
7 2 220662
23 2 198395
21 6 244801
23 13 80633
5 9 188971
8 17 44406
16 9 159597
21 23 218497
25 15 115528
19 3 274963
3 4 209205
19 2 241733
19 4 209890
14 8 259922
2 25 249371
17 26 192386
21 2 241773
14 9 214962
23 16 267536
22 16 256607
2 12 111198
11 9 207938
19 25 168017
14 21 274666
3 20 276320
3 21 256863
26 1 233931
21 18 228413
1 11 118561
5 20 238255
17 9 140487
9 2 161733
11 2 272400
2 15 308313
9 7 58929
8 25 96876
3 27 191215
9 6 164761
15 23 254538
10 8 205820
13 26 113644
26 24 253716
4 14 208876
3 13 137139
17 7 155161
17 11 199121
19 5 124652
26 19 176125
13 5 159312
16 6 205289
17 6 129214
13 12 130973
26 18 211891
11 13 150114
17 20 189743
26 22 241691
23 10 183064
27 9 103466
25 20 242213
20 23 294404
20 1 216784
9 18 148373
8 20 145337
4 7 188819
5 10 209913
12 25 201953
27 16 169984
6 23 248080
6 13 222585
11 24 120029
14 5 224462
27 21 65648
11 7 222777
13 2 219557
5 15 111542
15 18 294953
4 2 170128
17 3 206144
16 13 186903
17 2 268745
6 10 72866
1 22 153491
7 21 21122
15 4 245952
25 24 274212
16 7 125447
17 1 80560
20 6 318957
21 16 146558
13 20 213751
11 19 275289
15 3 195996
17 5 48484
4 20 285817
11 20 263364
13 10 221044
10 22 92997
22 2 92124
21 26 58307
5 6 177698
10 19 179577
7 8 110755
3 9 194963
6 18 159267
15 21 113214
18 17 282105
31 224
22 11 62303
26 31 78035
13 20 72694
11 27 179209
17 8 229300
11 9 367282
18 10 280146
14 13 185041
14 9 421877
11 23 197785
17 12 268397
6 15 127622
27 24 196160
30 20 107966
7 16 248426
26 13 100434
17 6 162788
24 4 152314
15 13 102996
7 24 64633
23 19 156800
1 4 115898
7 11 210316
1 19 9928
22 3 361499
8 12 368843
15 17 35166
3 13 344536
23 17 242204
19 29 164701
30 10 157839
18 29 281951
17 22 180631
5 9 396274
19 20 169358
16 29 254630
24 6 135433
18 1 127178
4 20 102837
13 2 232715
16 4 233140
20 18 257181
19 31 232945
13 24 95185
30 19 150147
26 1 187170
24 1 181921
6 21 9596
13 23 253464
11 16 103054
5 18 246175
17 29 182561
19 7 127216
17 4 179669
26 21 120588
10 16 226458
28 21 115636
5 4 36861
1 3 284903
13 30 180660
10 2 115251
7 10 189466
28 2 41442
4 29 72637
7 30 150108
22 29 213879
30 21 31606
2 25 197813
27 9 447301
10 29 136242
15 3 313508
17 27 198347
8 30 107714
8 29 122268
3 4 202767
26 15 2562
29 24 155206
4 27 264684
20 10 231608
3 19 294831
10 11 123404
22 28 111898
26 7 69882
17 13 122540
27 26 201409
20 24 97564
12 10 273473
15 7 72444
25 24 222917
12 30 283694
23 24 214849
24 8 201945
10 28 73809
5 19 128925
12 14 425723
22 12 285071
1 29 154773
25 11 205966
25 7 272028
27 10 55805
22 21 166017
10 24 140355
29 12 358087
10 17 142542
8 2 171669
25 3 294227
22 6 175613
5 15 107642
24 14 219122
18 26 164866
7 1 117288
16 30 179671
17 18 197470
20 9 309530
1 8 165529
20 25 314170
25 29 218804
11 17 118328
27 25 26757
9 30 401717
23 1 166728
5 30 21222
21 3 195482
8 21 76108
18 11 173048
23 10 321189
6 27 247803
18 9 341287
10 31 223639
6 19 108945
14 4 140273
13 21 149054
17 21 153192
7 31 147917
18 14 333587
21 18 235791
3 2 291043
2 30 106399
9 1 384676
28 4 137499
16 28 152649
16 2 111207
28 15 103899
23 30 274402
5 2 85177
9 29 451242
31 4 219976
8 18 290888
3 14 309278
14 19 232337
1 16 142364
31 1 242873
3 6 185886
24 15 7811
30 22 138920
15 29 147395
5 27 234866
16 24 183793
3 29 241642
8 23 246154
2 27 171056
4 9 412367
28 9 317687
30 15 128864
25 22 167335
10 8 258510
27 30 213644
25 18 347551
24 22 207986
30 14 164594
22 31 141260
25 23 302817
19 26 197098
26 10 145604
21 23 275341
15 4 144503
27 1 242191
7 18 234748
25 21 272007
9 26 337270
4 30 53469
9 22 429585
31 9 375139
2 1 172069
27 21 245250
24 26 5249
13 6 158650
15 19 199660
8 31 251932
9 17 359376
5 21 10384
29 31 222868
3 30 227088
8 6 66512
24 12 295752
6 2 105157
26 11 150932
4 8 83393
19 17 210096
28 8 191744
20 29 141712
26 6 130184
22 1 101613
13 28 191273
12 6 302331
20 16 265735
27 15 203971
31 30 204337
2 21 95561
20 26 92315
3 11 299196
23 3 440440
27 28 129614
27 3 267470
29 28 163498
17 14 246477
6 9 395486
1 17 209276
24 21 125837
14 20 196631
5 26 110204
2 19 162141
28 14 248624
11 1 163916
29 21
24 22 408648
1 26 826387
6 2 849230
18 19 871262
7 10 898790
2 18 764866
10 18 893302
1 18 731940
3 11 992186
8 2 820937
26 23 924611
24 6 680857
26 24 779477
18 21 940197
3 24 655060
13 28 603257
28 18 594460
16 27 530642
29 13 514839
20 18 747398
27 24 882745
10 6
1 5 764727
2 5 748198
3 5 780889
5 4 550221
5 6 728478
10 8 318098
31 389
10 4 183060
24 28 208831
27 15 156921
15 3 97185
22 24 162131
22 13 144393
21 10 31146
20 17 109372
1 5 178542
21 30 86192
7 2 228728
5 8 166562
21 8 138017
12 4 226071
9 5 165010
26 9 157442
24 4 190426
4 30 133313
2 16 201148
14 23 150216
29 1 119038
1 19 106644
18 2 259470
12 28 223653
2 4 215058
2 10 217881
16 27 168740
25 18 173934
5 11 105822
2 27 207046
8 13 252990
31 19 90623
22 4 265571
23 17 90269
19 17 155630
28 20 184918
11 24 210497
14 7 155042
10 3 126737
19 15 179303
15 8 138986
15 16 128412
31 16 128277
20 31 160981
10 1 157183
23 3 40595
2 23 131739
20 22 230561
20 5 172052
10 30 117338
30 28 115821
20 6 233010
25 7 39813
8 7 147719
8 27 141006
21 14 62304
4 14 89605
12 14 136466
16 20 98750
31 27 81796
11 26 190883
11 3 182126
7 29 68257
24 18 175794
13 4 160233
15 25 113766
12 9 98299
11 23 141531
19 8 118624
8 11 272384
12 16 170133
30 29 135614
9 31 168023
6 16 134260
27 3 115902
3 7 137584
12 7 210355
22 15 260223
6 27 157804
7 31 73818
17 14 140497
28 16 237637
9 21 24137
8 12 212179
27 26 118998
7 11 202630
28 3 125220
13 31 192935
7 24 107505
21 23 136186
6 23 206082
30 31 115880
22 14 221162
24 19 15606
9 2 162598
11 18 206333
21 27 123919
15 21 178638
14 18 58710
23 10 167332
2 29 214946
14 31 192106
22 28 337269
7 22 186276
18 7 213747
21 3 95591
24 27 6776
18 29 179813
8 29 107058
29 12 183931
15 6 262672
5 3 185719
26 3 104786
12 1 200199
30 7 146983
25 13 165427
23 12 157826
31 12 136537
17 2 140818
9 11 175370
30 24 99727
31 23 157076
2 6 218097
22 1 237051
29 4 119962
17 1 199290
16 23 71822
10 11 153736
1 4 153735
18 5 226093
1 6 239500
18 31 250811
28 25 222991
30 14 100222
29 17 175889
16 25 14646
13 3 67656
7 28 262804
15 12 214416
24 1 122250
25 30 107170
2 20 169640
7 23 97014
27 19 22382
13 9 139110
21 1 126037
9 7 116875
9 15 154501
4 5 207062
24 9 93006
26 14 195609
19 12 117820
23 30 49994
9 6 225968
4 17 173588
10 9 55283
26 20 164484
28 4 249134
26 19 141380
11 25 193770
15 20 147459
14 10 93450
23 8 165082
9 23 112049
3 8 185334
26 18 203259
22 25 146457
1 8 12003
14 24 117089
13 30 77055
14 16 107310
26 15 162387
8 14 152047
2 22 220546
29 22 145609
26 24 125774
10 18 152155
19 3 124732
10 20 62325
11 21 151233
10 15 170114
5 26 290505
28 17 156096
12 22 164397
18 22 279867
13 5 207039
4 23 83319
12 17 67557
6 3 209600
1 27 129026
25 21 101199
8 25 107906
4 19 191088
27 22 155355
14 19 101483
7 6 188719
23 19 122713
20 4 120730
7 16 54459
24 3 109126
8 22 225071
29 27 182538
28 23 165815
17 27 146778
16 9 91708
8 2 276478
11 1 277270
6 10 257868
29 6 148058
31 28 204248
7 21 141012
28 2 176038
18 21 121009
22 16 131811
6 26 248910
31 11 213608
27 30 106503
13 18 235982
5 10 196910
21 12 74162
17 18 196819
29 24 175762
24 10 148289
22 9 223519
27 10 155065
10 22 255419
9 8 113880
12 20 105341
25 17 147445
3 22 212049
5 24 229675
24 16 161964
21 29 129643
30 19 115333
17 7 149423
1 15 127006
7 27 114281
23 25 57176
4 25 140495
13 15 164841
8 17 211270
30 3 9399
11 22 173366
29 28 251435
31 15 100486
20 30 69097
29 16 13798
31 21 192160
2 5 153002
7 15 153579
21 6 236088
5 19 214651
23 24 107129
17 31 75605
19 18 160188
8 6 227520
4 26 135658
2 13 158800
2 25 188915
21 4 151909
9 29 105506
6 28 334820
11 27 217273
10 13 194393
14 3 109621
26 28 149418
19 11 194891
14 25 115229
23 20 119091
31 2 216423
29 26 231001
10 29 137406
10 25 132345
13 27 183558
10 16 123608
9 30 62055
17 11 144628
28 1 279776
19 25 154462
24 15 163697
20 7 123917
3 2 91144
18 4 148310
20 18 89830
12 30 107832
25 31 113631
9 19 77400
10 12 105308
12 3 117244
25 29 28444
29 5 87117
4 8 165715
19 29 178956
7 4 180308
19 28 224417
7 5 127761
14 28 216043
18 30 158927
19 7 123111
5 17 164388
18 1 198772
29 23 85620
13 28 192876
26 7 233279
13 20 146152
23 5 145124
27 5 222899
17 16 162091
27 4 183650
24 6 164606
12 11 77071
26 12 203219
3 4 123914
14 15 116334
25 20 84104
21 22 238537
26 23 145381
27 18 182570
22 19 177737
21 13 163247
27 25 154094
4 31 127215
30 6 219022
26 16 217203
17 22 231932
14 5 180612
6 19 180186
16 3 112417
11 16 179124
12 13 184887
4 16 133760
6 22 2449
18 28 274748
17 30 40275
19 13 192388
2 21 186735
6 4 268020
20 3 78496
1 20 108942
9 3 71454
11 29 192925
3 17 49674
28 15 222405
3 29 126215
1 13 241010
20 24 85964
2 15 188329
24 12 133428
14 13 177277
1 26 248024
13 17 117330
28 9 177876
2 19 215876
26 21 181579
1 3 173354
1 30 163955
12 2 208395
30 26 95387
25 26 202557
16 1 105240
15 11 162172
15 18 175039
21 16 115845
1 25 119914
8 20 120922
15 23 56590
1 23 177062
14 27 123865
30 11 184903
24 2 200270
25 3 97771
24 17 140002
21 5 170993
4 15 26729
9 1 101900
28 11 300724
9 17 102330
18 12 129262
16 8 93260
17 10 157613
18 6 282316
26 17 135662
7 13 205240
19 10 132683
14 11 213537
13 23 108251
28 21 202013
8 18 210752
20 21 31179
6 7
5 2 379193
6 4 553976
4 1 379884
4 3 155990
3 1 223894
3 2 402713
3 6 397986
11 43
2 11 114235
3 1 228492
10 8 399884
2 10 299870
7 10 588990
8 9 214653
9 5 259079
2 7 417968
4 2 64424
2 6 84845
3 7 347065
8 3 170917
1 11 182314
6 9 29794
9 1 184756
10 3 241925
11 3 56290
8 6 184859
6 11 70232
5 11 271633
8 5 386260
10 4 235446
6 1 214550
6 5 229285
10 9 285661
4 3 6479
7 11 403355
1 10 367949
3 5 215343
4 7 353544
10 5 457268
4 9 50215
8 7 517982
7 1 547673
8 11 214249
2 9 114639
4 8 164438
7 5 379027
1 2 296549
6 10 255867
8 1 396563
7 9 362917
11 4 49811
29 266
1 17 305334
6 3 283212
18 20 163739
13 12 287406
23 19 137963
4 9 119480
1 7 282454
22 2 217915
9 7 321518
29 24 323778
10 7 341918
15 1 262908
22 20 309904
21 27 157370
27 16 203837
9 22 297071
22 21 340946
9 19 161870
11 23 123358
18 15 161694
29 6 206927
25 14 181112
2 26 107481
3 24 215725
25 11 208646
22 13 135073
24 7 334243
27 29 206933
2 7 141785
15 17 109958
4 18 222783
1 10 301267
22 4 416551
25 5 254245
6 23 75796
24 15 345839
28 18 181364
19 28 138681
25 16 179543
13 23 222412
19 22 297418
6 27 134006
27 24 305584
6 10 250100
2 18 173558
5 14 101202
10 17 74101
15 7 188705
18 19 42683
23 10 174304
6 21 215701
16 26 151626
13 10 384718
2 11 73248
10 3 116905
23 4 318063
24 19 256522
11 5 210625
10 25 241679
11 12 203644
6 9 267059
20 8 266715
2 4 237197
12 29 229009
10 5 283032
21 11 263263
22 29 372144
4 7 202038
15 12 204233
20 7 298987
14 8 215767
11 16 117393
2 16 44145
4 20 239156
10 28 283592
9 18 204553
3 17 42804
19 21 164091
26 27 64209
2 14 60912
8 10 360562
8 19 60293
5 21 340035
18 21 206774
6 17 254167
7 12 298816
18 10 257586
25 22 353313
9 26 229795
14 7 80873
20 25 284723
20 24 370432
9 2 256314
25 6 161084
26 29 154722
3 19 231602
3 12 140889
3 18 274285
7 21 186029
29 8 209189
28 20 189745
20 1 207420
18 13 127132
14 28 95353
9 8 222163
24 26 303120
13 27 280622
10 11 297662
17 29 327094
8 7 238833
17 27 175695
1 27 197171
3 26 215176
27 15 65737
27 20 138667
20 16 226084
4 21 187589
13 28 269235
19 17 274406
14 3 237946
3 16 332844
12 10 156306
19 10 300269
20 23 80457
5 15 209034
13 11 283305
4 8 135527
9 21 307069
14 16 105057
28 7 176226
3 28 249720
21 8 224384
1 11 187282
19 16 175020
17 11 300994
7 29 323026
23 15 123947
13 1 96023
11 9 314621
18 26 89281
25 19 78301
14 12 217943
17 24 258529
19 14 167050
8 3 291895
22 24 221780
20 21 296037
24 2 302957
13 17 345236
16 6 69831
16 13 305574
7 19 178540
26 1 132962
27 14 173569
1 4 294746
7 25 100239
27 18 153490
10 22 317465
27 28 167498
26 12 74287
22 1 231096
4 16 281342
1 14 201581
17 23 178371
25 12 284552
2 8 179592
20 2 181939
7 17 296344
8 27 256466
3 2 288699
27 12 138496
20 3 289634
7 3 253540
26 10 168305
22 26 235446
13 14 224490
29 13 237071
19 29 236943
24 14 311197
12 18 163568
14 20 218114
29 11 254489
9 13 161998
6 14 61861
13 2 261429
4 11 310445
5 7 182075
24 8 316815
14 15 107832
2 21 221188
24 18 213839
18 1 222243
12 16 225913
8 13 230108
29 15 272670
22 3 302048
15 28 203185
20 9 304253
19 13 169815
2 19 130875
28 23 109288
20 11 152083
10 4 274494
25 2 135398
15 8 264670
6 1 139720
24 9 248705
20 10 242763
12 1 207249
22 18 262205
26 28 115287
1 25 192947
23 14 137657
6 24 277271
22 12 161159
4 12 298478
5 18 250420
4 24 230021
8 18 102976
26 7 224529
8 6 153906
28 8 138904
19 6 105189
10 27 232514
25 15 282678
3 4 157589
12 19 206251
21 26 221579
6 12 156082
3 5 311811
14 17 217790
5 16 206259
9 3 277069
15 10 184059
6 20 156253
1 24 182730
9 1 258021
13 7 305363
1 5 179405
5 8 309248
23 27 58210
21 28 182209
11 14 109423
24 12 356614
26 14 143656
19 27 196173
10 14 291891
23 3 221175
8 22 297641
2 10 275786
13 24 86707
29 1 287684
13 4 281478
22 17 259244
20 13 283725
28 4 274431
14 4 282911
3 11 330774
5 6 163063
15 16 212889
3 13 302432
9 15 347743
23 12 80286
12 5 285314
28 9 300551
29 14 242153
37 579
18 21 71845
2 13 46403
28 7 98121
27 25 32107
31 16 76963
35 1 95575
8 28 86024
36 12 143315
25 17 166424
37 14 131644
8 11 102920
27 7 38235
37 18 118620
3 16 156549
31 28 8916
5 13 127627
8 24 75544
3 26 118478
14 12 148556
35 37 40510
13 22 109884
21 5 168052
22 17 138643
28 19 117206
24 9 63647
18 23 62296
14 17 147710
29 22 149919
10 5 105237
31 27 82602
26 17 176366
27 9 43717
33 18 71825
24 3 130869
6 29 114468
22 10 15698
32 24 125435
22 15 38625
18 6 43013
25 5 31243
11 4 137309
35 21 216026
14 21 205268
28 24 42367
27 16 21164
23 8 33752
7 30 170729
10 7 102869
34 15 96677
1 26 102744
25 13 96384
11 33 122981
30 25 110458
9 25 11610
12 33 78894
1 3 145550
19 17 132631
33 14 110262
22 34 135302
20 32 93794
12 29 127547
2 30 145609
32 16 61944
23 25 20552
14 2 156470
35 32 69784
21 32 147053
36 6 107371
32 23 93411
15 12 32770
13 12 38489
34 25 82747
17 5 135181
23 24 54705
35 7 115008
12 26 44905
6 26 80849
19 31 110402
19 30 93370
29 37 216236
5 20 114793
7 21 128840
16 4 32132
18 29 134616
22 16 69239
4 14 82212
19 11 179210
28 26 45696
1 18 64908
18 15 39839
35 29 220890
9 16 22553
19 23 102724
10 33 80855
6 30 87613
3 27 162188
25 10 73994
33 27 38968
30 28 122766
28 32 83068
19 15 104808
11 9 127730
37 32 29274
37 24 123068
16 23 31495
11 22 159979
24 20 43411
19 34 151077
12 24 43158
5 32 85020
16 8 2285
29 9 129117
13 23 93716
27 22 80332
25 24 75257
26 36 109643
17 37 103551
18 24 50227
22 1 143372
37 9 113743
28 34 64698
3 14 136944
35 2 171121
2 1 79891
33 8 20061
3 21 152487
13 26 69256
24 35 128868
36 7 190487
15 9 53259
13 14 117544
31 30 131682
16 13 107327
33 15 71730
28 29 128338
6 37 109506
31 1 65964
11 28 100122
14 5 83070
35 31 159375
32 22 131155
26 21 109681
32 14 102370
4 1 119839
22 31 79520
8 1 85450
28 33 79685
7 4 91531
31 34 55782
24 13 81647
