Case #1: 1000
1 29 180308
24 26 274669
48 32 284673
2 6 107685
32 8 259298
14 35 179232
19 46 150923
4 45 275801
35 30 184467
45 11 239621
29 41 231456
50 9 140195
48 45 214437
22 6 223879
13 43 192865
28 14 285356
39 12 62584
35 19 279041
39 42 257273
21 40 201537
46 12 109505
14 27 79929
27 35 172499
48 2 87832
14 46 187204
1 12 81022
20 19 48757
Case #101: Impossible
Case #102: Impossible
Case #103: 129
6 27 219628
3 8 224371
13 32 266022
22 19 198790
28 15 293571
9 19 198804
27 13 223905
30 4 206334
30 6 212424
20 33 317089
23 17 200966
28 26 833
17 7 127818
33 16 292411
13 12 172485
29 24 694399
9 20 158417
16 26 88551
31 8 341017
17 31 359302
7 19 159986
17 1 112517
27 20 181102
23 21 54813
2 18 207633
3 21 242726
6 15 471876
16 18 166710
7 29 287816
32 21 268073
12 28 267821
25 18 18299
9 29 242995
22 28 86011
25 17 139904
34 29 407363
17 30 238442
17 2 329238
29 6 261442
7 31 295213
28 19 207193
19 27 221489
7 23 163693
22 10 260947
27 15 301406
29 1 349953
3 27 200865
29 8 294510
31 14 336662
23 2 340516
3 23 187913
7 8 45804
23 32 228108
12 30 285688
17 10 254147
1 26 110177
26 27 75054
30 24 517466
29 23 256977
31 24 537979
26 9 82989
18 24 552967
2 33 110787
29 12 258694
28 25 189043
16 2 341638
33 5 332220
20 21 209941
19 5 252645
13 18 78070
27 11 219606
4 12 284726
10 9 255692
32 18 190614
20 17 156872
3 26 226607
5 18 95141
2 3 152603
23 26 211733
28 18 173406
21 9 235169
12 34 355320
24 23 479990
8 1 107941
12 3 149445
27 21 209394
22 21 227968
14 19 150318
30 22 239973
21 30 92289
1 9 110972
4 7 95710
18 11 150086
18 30 191273
15 33 289443
24 7 564055
11 9 193831
20 34 262236
22 23 202497
2 5 221433
34 18 260905
34 33 344331
9 18 159748
32 5 283093
24 16 526958
24 5 566767
19 8 205790
17 26 81444
16 8 86315
27 22 127334
28 3 225774
10 31 333641
15 2 178656
24 27 652585
34 10 356849
7 1 62137
25 24 534668
32 22 103219
19 26 208026
6 8 176902
1 5 279491
10 5 191085
32 20 189283
13 29 190047
10 26 270183
33 28 376715
34 7 189689
9 6 193853
1 3 210661
Case #104: Impossible
Case #105: 7
13 1 933630
3 14 13950
1 2 797240
4 16 991247
7 8 587043
13 8 449473
3 4 677921
Case #106: 30
26 33 846430
34 12 757345
38 16 925833
38 36 570886
26 9 901429
34 4 875428
11 24 662955
33 13 663999
14 8 779442
19 16 628414
38 30 726402
29 7 645284
24 41 743361
38 3 987445
13 21 377434
27 24 99626
31 13 517834
16 12 177305
29 11 148348
38 19 575113
21 27 253387
35 33 970459
30 23 337536
3 15 975626
12 14 961949
9 4 696680
18 27 701077
27 33 777922
35 15 943077
41 26 702119
Case #107: 10
2 6 16
7 3 6
5 1 11
7 6 12
8 1 8
6 1 18
1 3 12
3 5 9
6 5 15
7 1 6
Case #108: 181
39 1 94440
4 38 202841
34 18 336063
1 19 183462
25 10 190705
18 30 213437
25 7 143466
29 11 293408
12 23 282494
44 33 287965
22 12 349520
13 19 161097
43 13 203298
41 1 209525
35 30 132950
24 41 334430
20 23 466597
32 33 526548
35 16 182588
22 4 384569
39 23 201603
26 7 171852
20 7 528410
9 13 100366
39 14 265242
34 2 304924
9 17 121344
30 28 175216
14 13 162032
18 24 335471
19 28 177241
37 46 187872
6 13 273826
19 30 116106
27 17 296346
8 22 395813
21 46 121917
41 39 182337
24 43 487734
31 20 426106
38 46 152869
7 21 92353
14 16 289675
25 6 178631
13 36 182482
35 12 200053
39 15 111732
21 34 273203
22 44 254988
36 18 270918
32 24 516499
15 42 240518
22 20 555366
4 9 174809
36 33 390530
28 16 165540
33 1 348779
31 26 280813
37 9 253529
23 22 270508
9 5 129205
37 33 293657
17 26 345724
40 16 230567
23 45 159196
4 36 59827
35 8 246373
32 31 347245
5 17 228576
40 39 187102
12 45 123298
42 21 233817
31 9 144299
39 33 321595
40 46 169900
39 45 255106
44 10 209837
27 6 465178
34 20 545020
35 13 177941
28 6 322926
12 44 208218
41 3 240253
14 9 262398
46 15 128618
38 35 65044
38 41 108258
3 37 330100
6 31 317759
6 32 221459
43 27 420735
21 2 235184
12 18 295665
43 14 365330
31 16 319716
30 12 192380
45 46 231717
4 6 336798
21 13 212033
28 33 233604
46 43 324401
39 17 226032
37 32 385226
25 41 158513
16 12 295472
34 30 252050
45 43 119367
5 10 133997
24 45 368367
34 40 191132
8 29 330971
20 33 627375
19 34 179173
35 11 172932
37 45 237094
36 42 407787
25 19 256292
3 19 338032
28 13 216898
22 33 246588
28 20 512398
9 36 114986
7 9 115767
43 36 217918
8 24 406290
14 7 194171
39 16 253527
34 22 317601
44 34 295951
43 6 309262
29 15 161269
17 37 174141
29 23 205666
12 1 191502
29 24 187227
30 32 348303
21 33 216560
11 7 206680
29 17 230095
35 34 298425
28 46 104873
37 18 204198
13 18 258428
2 45 204324
22 39 288612
25 23 170460
7 36 230753
17 32 324290
16 26 401928
18 43 299432
42 30 332675
37 11 290009
15 20 510925
4 8 11244
38 40 113023
26 12 427352
14 18 162415
28 17 237876
36 39 217097
16 8 341820
41 5 72871
22 1 239007
21 16 148496
6 35 365192
46 36 295887
2 12 88537
18 4 330741
4 3 251378
28 35 42266
13 10 95510
41 17 158825
32 29 407451
46 23 313471
16 42 382313
16 41 225802
28 34 256159
46 1 254136
5 20 499789
26 29 348569
12 41 243267
11 38 107888
Case #109: Impossible
Case #110: 31
2 13 474427
13 6 375723
1 23 7068
23 21 870924
9 18 529197
23 6 551854
3 7 885767
8 17 873543
20 5 700845
22 10 841843
8 13 638727
5 10 785328
10 18 902359
3 24 868500
11 12 922546
6 7 767693
20 6 670458
16 1 698205
21 5 900095
11 3 626368
23 7 215839
1 15 856858
13 20 474287
16 12 729452
2 3 776665
6 14 285947
22 11 821049
22 12 574038
10 25 944269
17 12 683911
12 23 525765
Case #111: 4
4 2 596282
3 4 867540
1 5 643649
6 3 442949
Case #112: 88
14 33 508789
18 30 493369
6 39 688646
21 37 273336
8 29 358117
8 32 450811
8 23 68902
3 22 524188
20 15 580670
4 40 530298
24 21 199474
12 4 504502
5 11 755095
20 14 403202
28 37 444549
26 18 537355
35 11 400785
35 24 229415
19 18 288892
7 21 294308
26 16 398503
27 40 754481
26 15 363784
30 35 403365
9 28 339609
10 18 422774
7 3 424085
15 33 633869
6 35 524373
9 22 552691
17 8 263420
6 33 593433
32 39 560043
34 28 419485
11 30 531214
25 3 467601
34 30 483239
13 35 530255
19 26 347931
28 11 499616
3 39 468199
11 31 360618
35 4 136468
36 34 270879
28 33 452186
27 1 220545
11 17 490923
5 4 498964
13 2 434639
23 14 568043
27 9 494834
12 2 299928
25 39 339489
13 24 545174
29 32 460445
22 4 373387
3 40 628006
11 24 357264
29 15 476662
16 22 448452
36 4 54537
34 1 420401
13 31 490088
4 17 485549
29 6 517220
37 11 431126
20 28 464540
29 21 319288
8 19 321251
39 10 341859
17 37 376656
10 3 338988
21 32 209889
4 29 269875
12 25 493416
6 15 387700
9 37 269506
12 28 219410
25 17 512361
38 39 320904
5 22 702979
35 36 191005
21 22 479914
13 6 324973
11 7 452098
19 37 130593
18 25 555173
30 33 516906
Case #113: 185
5 22 257301
7 14 244876
1 9 215305
1 16 236562
6 3 244179
7 22 280094
1 12 197545
5 13 130070
20 18 189110
16 5 227379
6 13 189162
19 20 242443
10 18 293840
11 14 155384
4 14 333415
11 17 282054
19 6 250730
11 9 137137
16 9 213087
9 2 167339
10 21 67982
7 3 22768
11 12 120366
8 22 300668
17 10 233420
21 20 36748
3 16 92207
14 17 126670
18 15 227248
14 18 272498
9 4 260961
4 15 304562
10 12 117030
22 19 362477
16 17 233181
13 7 151563
20 3 197176
16 10 239
12 9 257503
5 9 242013
17 15 359579
20 8 208278
5 17 241098
15 6 199165
20 16 104969
12 20 12300
18 7 195827
19 10 164647
17 13 111028
5 21 159158
8 18 160838
1 6 102323
5 11 223428
4 5 401459
20 17 265088
15 2 262997
6 18 28083
19 2 242485
11 20 108066
18 9 289545
13 20 154060
20 1 185245
7 6 221411
3 18 218595
10 5 227140
4 2 292694
3 22 257326
19 11 240358
13 15 306185
17 22 305505
6 5 145554
18 12 201410
12 13 166360
4 20 286097
14 13 237698
11 16 75950
2 14 245480
18 11 259560
20 15 171134
15 5 344719
19 17 216584
12 22 252430
20 5 195906
12 19 254743
22 15 367078
20 14 152529
6 10 307666
15 19 311826
2 8 88052
18 19 222647
17 4 411504
7 1 121587
2 13 152167
10 20 104730
22 14 412328
14 9 226751
4 16 253981
22 13 300909
9 15 360505
18 21 225858
9 3 189503
2 5 165441
21 22 301478
16 22 349533
21 11 71318
22 20 264730
5 3 187586
18 1 74240
8 3 111424
15 7 262393
8 14 255596
17 12 277388
8 4 278243
1 2 122191
10 3 92446
7 21 165635
16 21 68221
1 21 202389
3 12 209476
19 14 89914
15 10 147657
9 20 245203
21 15 207882
3 17 140974
12 16 117269
3 15 239625
5 8 123230
9 19 136837
9 13 270398
21 9 208455
4 1 414885
16 19 164408
3 11 168157
1 13 86839
1 15 301488
9 7 166735
19 4 388890
18 17 165675
7 19 241881
1 14 198258
7 12 214683
1 19 148407
6 14 287084
13 3 174331
3 2 23372
2 12 214079
12 15 183434
4 22 493215
14 3 267644
3 21 160428
8 15 323580
4 10 254220
13 11 188630
21 2 165031
7 8 88656
7 10 115214
15 14 323663
10 11 76189
17 2 118810
22 18 139830
16 7 114975
6 4 325302
1 10 236801
21 4 249349
6 9 317628
4 13 366661
16 6 307427
12 6 229493
13 21 117312
22 2 280698
2 10 115818
11 7 188868
9 8 232041
17 9 284941
9 10 213326
13 10 158528
8 11 100212
4 7 293298
4 18 353385
7 17 118206
13 8 240219
4 3 316066
4 12 298397
15 11 223372
8 12 220578
Case #114: 5
13 4 802539
4 10 771984
4 7 898929
6 8 580288
4 6 410054
Case #115: 820
20 2 162690
35 6 162331
40 20 124977
39 26 146300
39 20 130165
30 1 1848
31 29 85003
11 26 156678
41 35 138869
5 34 81558
33 11 91419
15 2 40647
1 21 212744
35 2 139700
2 29 78914
23 28 159108
30 20 107443
16 39 130969
1 4 111595
3 8 117399
31 5 42111
2 11 117828
3 13 166640
40 9 48867
15 28 131099
24 33 105807
41 38 107928
9 33 59334
2 28 171746
28 38 136750
23 7 79899
41 9 115575
41 15 99850
25 23 122333
13 2 154968
35 39 137725
15 10 93344
11 41 39120
12 7 99750
1 24 79654
11 20 72329
26 38 207178
4 35 32068
14 40 42991
39 10 101466
1 18 71455
38 23 118618
24 31 106661
39 23 36131
20 25 210652
36 28 199850
38 17 126112
25 8 115155
9 16 124200
39 4 105657
33 14 53458
37 19 44705
23 33 10896
1 27 22183
32 13 191830
40 2 69085
34 10 147595
3 29 171012
21 36 228351
26 23 112237
10 23 65335
10 19 80624
31 8 31390
26 18 163455
13 30 99721
34 31 118965
18 22 87561
23 6 46025
38 31 137132
13 11 163139
19 33 121972
31 13 74562
13 16 211664
11 8 69649
20 19 99051
38 30 111973
35 24 155906
23 15 28009
13 5 116673
23 19 111076
19 27 113144
34 35 188874
26 14 138016
21 13 208073
6 3 143784
37 1 51114
6 28 149115
14 36 83304
30 14 29153
11 12 100374
14 22 43411
18 40 87141
39 31 47881
9 14 30278
34 6 97222
31 20 132602
2 41 140497
33 13 127722
38 33 128656
25 35 78547
38 34 176579
32 34 156715
8 10 88671
28 11 209117
21 11 200584
22 26 171740
6 14 32569
22 25 123182
15 37 63866
15 14 14553
1 16 110095
37 18 48620
15 1 12752
39 32 111135
37 29 108680
33 21 207525
37 26 142526
19 13 183129
28 17 159838
29 10 133363
27 12 31787
31 30 25159
17 21 220163
38 10 129851
15 29 45244
9 1 33181
26 5 140530
10 6 111360
3 19 199641
37 2 104513
3 41 208208
13 1 101569
28 3 256867
2 17 74090
4 22 157909
23 9 48438
12 30 36956
28 39 164725
12 32 99865
41 36 168601
26 33 101341
39 29 78870
41 30 102538
25 41 177443
15 39 33626
40 7 80328
19 4 115368
19 26 187231
4 2 107632
14 28 116546
24 20 118969
25 14 104173
22 5 31210
34 4 156806
6 13 132337
36 10 148762
32 41 120698
1 41 104386
33 16 104876
18 33 97608
12 13 104460
25 31 115844
20 9 108357
30 9 35029
13 10 142722
5 15 2352
2 7 117204
32 6 95525
14 35 138709
20 34 201249
21 40 197058
9 10 113773
9 35 165281
24 2 126802
33 36 97869
31 27 43578
21 37 213488
30 8 6231
30 21 214592
34 30 93806
16 29 153100
18 7 62148
31 3 136327
11 5 80370
33 31 53160
25 5 91972
2 32 118156
39 22 67188
11 6 95197
27 6 27447
25 26 220332
34 26 172705
22 7 110956
10 17 126787
4 26 186783
28 12 153455
20 37 58177
14 39 48179
41 26 195798
36 9 76464
8 5 23183
6 37 81882
23 27 37440
30 23 17105
10 40 65764
5 1 15104
28 25 220719
25 15 94324
3 1 113016
20 38 66567
41 10 89191
8 19 100202
1 32 90261
32 28 203904
16 3 193807
16 26 183398
28 9 146824
15 24 92406
7 26 156054
7 36 136358
16 21 102649
18 19 93325
33 10 76231
4 6 130263
31 28 170858
3 34 160295
19 16 128488
15 4 124347
11 38 79780
2 18 99350
35 10 144355
10 31 107599
38 8 118204
17 37 97309
26 24 203318
12 5 24708
26 12 160534
38 6 115389
12 21 217839
3 7 168464
17 35 133664
22 35 178414
19 29 148957
39 25 127950
37 33 77267
39 19 110652
21 22 181647
11 3 169088
29 22 74102
28 40 159537
23 29 73253
22 23 61571
5 36 71103
33 8 34232
8 1 8079
40 4 95909
29 28 147237
1 33 26153
14 13 128874
4 9 144776
10 12 115700
40 5 30790
37 4 111960
25 21 166791
11 39 86140
28 1 143851
5 23 30361
23 13 116826
12 22 55918
11 4 126112
35 15 144852
39 34 112832
7 11 624
32 14 87358
28 26 254562
11 19 30553
36 17 102194
34 18 137909
17 5 31091
9 8 41260
36 12 91107
6 24 104171
33 3 88931
20 21 192996
7 38 80404
24 39 58780
15 38 97373
5 39 35978
20 29 166857
30 25 108924
32 27 82236
21 31 239729
33 7 90795
21 32 171085
21 15 205582
16 14 122409
12 15 22356
34 2 119853
23 20 124548
32 10 131649
12 40 50794
7 5 79746
18 32 18806
4 18 160580
3 37 154936
41 29 140390
9 13 134750
29 1 57996
16 40 94409
40 41 120072
34 25 173530
33 6 56921
25 1 107076
4 14 138900
24 32 128218
21 4 212185
35 8 140179
10 1 80592
9 38 113098
35 13 119829
30 6 32616
20 33 135444
6 25 112340
15 40 28438
25 32 167129
11 29 122832
29 5 42892
6 15 18016
31 18 98462
1 14 27305
34 1 91958
10 28 224443
13 37 148987
24 16 171631
12 34 91207
23 32 105518
35 26 218851
3 5 128120
33 40 10467
41 24 114064
26 2 133659
37 36 122830
31 9 60188
12 33 61261
14 2 55200
36 25 163075
12 38 108323
16 20 90347
9 15 20429
3 20 203047
6 9 38445
35 32 210040
15 11 78018
26 9 158607
13 34 193527
16 27 117287
40 30 17534
19 36 167535
16 35 141604
33 2 79552
38 21 126429
3 12 148124
31 41 100000
28 22 159957
27 37 73297
33 29 84149
18 35 192648
5 20 124395
10 21 250655
31 11 88577
4 33 85442
7 28 208493
10 7 50695
4 36 180998
23 14 42562
8 4 119674
29 32 118049
40 31 42693
27 29 49971
18 11 62772
24 36 63287
36 26 197142
37 22 97428
19 12 97192
37 35 144028
25 9 110049
21 9 221307
7 21 199960
3 40 99398
8 22 54393
31 32 117268
35 38 165384
28 5 128747
11 14 92571
14 19 118266
27 24 97859
27 38 102100
19 31 108567
40 11 80952
28 8 151930
27 2 50078
4 13 151897
14 3 140321
26 29 168707
40 22 62000
36 29 107018
2 25 134971
8 36 79795
11 17 111461
13 18 173024
34 22 112768
13 17 104611
19 35 147436
15 8 20831
39 40 36560
25 13 41282
30 24 81502
32 26 144649
36 22 102313
20 1 109291
9 12 42785
16 11 97935
7 39 85516
5 14 12201
22 20 130378
12 20 144399
34 19 131425
2 30 55247
1 26 125426
30 15 14600
22 15 33562
19 28 234812
5 38 95021
7 13 162515
29 6 56283
31 2 80406
41 16 131708
29 38 137913
14 37 78419
39 3 133890
36 31 98723
21 34 278889
12 16 132103
8 20 113674
24 40 95340
34 17 112649
13 28 245420
21 6 223598
13 39 122443
19 22 137275
33 25 133229
19 6 125750
4 3 174373
22 10 126906
32 33 116414
17 29 73983
16 7 97311
14 12 36909
32 7 80954
35 29 108018
18 6 76719
20 35 202205
40 25 122762
12 29 67600
27 4 125608
18 30 73303
32 15 77509
24 10 85475
37 28 194965
5 35 147204
9 34 99635
15 13 114321
28 30 145699
28 24 195125
15 34 79206
3 21 296456
17 20 155486
15 18 58703
32 38 92216
27 14 19280
37 25 152475
23 8 23336
7 30 62794
6 5 20368
9 39 54055
38 16 23780
20 7 71705
41 4 106801
28 34 210305
12 18 81059
41 37 53272
32 22 106367
16 4 109536
2 16 153207
27 3 135199
36 13 173285
25 16 202180
3 15 125768
3 38 217587
11 24 74944
38 2 138020
41 7 39744
8 29 66075
31 4 138602
14 24 78579
22 3 159330
19 40 111505
32 17 106248
9 27 25156
37 5 66218
4 38 133316
7 15 77394
27 10 102775
9 3 146197
11 22 111580
33 35 117510
12 25 116680
18 25 148323
32 20 125603
16 15 112560
28 27 135826
39 1 20874
2 6 22631
18 17 87442
15 17 33443
31 14 54312
23 1 15257
2 9 61076
23 16 94838
36 20 181007
19 21 231137
25 17 108905
21 39 231120
25 4 110615
36 15 68751
16 10 148006
5 27 7079
4 28 255446
14 8 35384
5 18 56351
19 38 110333
21 35 244253
34 40 81831
38 24 154724
23 18 86712
38 22 63811
7 34 156600
19 5 106065
35 11 158180
23 41 119643
18 8 79534
16 36 132524
35 1 132100
3 10 165162
17 6 51459
37 40 66800
2 19 148381
7 9 96447
24 13 181223
9 19 124142
13 38 204110
29 24 47888
4 30 113443
18 9 38274
17 8 54274
25 19 168876
32 40 105947
26 31 148737
5 2 42999
11 1 65266
9 22 49287
36 34 59657
26 20 200703
24 21 274280
10 18 112843
3 32 157059
8 34 100037
29 18 99243
40 6 46454
5 33 41257
4 17 101596
17 30 48043
21 41 234357
37 34 143072
31 17 67590
9 37 84295
33 34 71364
5 16 110208
23 24 94911
29 13 159565
16 6 130576
35 28 255255
30 27 24031
14 10 107897
2 3 121249
12 4 146703
26 6 156194
28 20 203317
22 30 48162
32 5 75157
10 37 64223
12 39 55982
2 1 53399
40 27 37869
41 27 104577
30 36 73564
5 10 95696
40 36 87402
41 13 174562
6 41 117866
17 1 46195
29 14 30691
8 39 28953
20 18 106797
17 40 61881
18 3 175865
23 34 82260
29 7 122208
18 36 114738
20 27 131474
10 4 161673
17 24 121871
41 14 109699
24 19 105497
27 25 84893
27 33 48336
22 16 78998
1 12 35108
4 5 126699
10 2 133991
11 10 50071
38 25 186993
17 14 43292
29 9 60969
36 32 133544
36 27 78182
7 27 86825
6 8 38847
8 2 61478
24 3 192670
30 39 22722
31 12 29898
18 38 109327
23 36 86973
32 8 98340
39 33 47027
6 39 51642
30 3 111168
33 30 28001
29 25 134864
26 15 138178
26 10 177572
11 32 81578
2 22 74209
23 35 128406
34 41 122858
19 30 93971
25 3 207922
8 16 118174
21 26 286047
23 21 197487
11 25 138323
8 40 23765
16 34 176240
37 16 110839
10 30 82440
15 31 39759
17 23 61452
17 33 72348
25 10 184004
2 23 68656
3 17 157815
27 26 147609
33 28 170004
22 17 62301
7 8 69025
41 18 101892
12 35 166304
41 17 128589
24 8 87733
21 29 246122
24 34 122944
39 36 92590
20 13 207164
1 36 71716
24 37 60792
6 7 94573
3 23 99827
39 38 130999
41 33 130539
14 18 68552
8 13 105952
27 8 30262
28 18 185098
23 11 80523
37 8 55497
4 23 96338
24 22 121990
26 30 123578
9 17 49168
41 20 107618
39 37 71988
21 5 203230
35 36 203816
5 9 18077
15 19 108417
12 23 50365
14 34 93759
19 32 112131
27 39 43057
8 21 220823
2 12 63003
6 12 40372
20 4 170137
28 21 263179
31 16 137102
22 27 38289
11 34 157224
4 32 177972
5 24 90780
11 30 63418
21 18 189891
4 29 140086
27 11 87449
37 23 66371
36 38 156304
17 7 110837
41 12 105759
37 7 13528
29 40 73682
5 41 97498
17 19 137156
37 11 14152
38 1 110125
15 20 122043
16 17 141299
36 6 50735
22 13 147883
35 7 157556
2 21 207608
39 18 92329
39 17 67069
16 30 111943
35 27 154283
1 40 15686
41 28 226245
27 18 63430
7 4 125488
17 26 145405
38 14 107222
10 20 122400
2 36 73366
40 35 127977
31 37 74425
24 25 182752
32 30 92109
7 24 74320
41 22 128708
29 34 124450
14 7 91947
12 8 43187
31 35 159107
31 6 57775
36 3 184732
7 19 31177
9 32 57080
40 38 118189
13 26 179050
25 7 138947
3 35 206441
17 27 24012
31 23 42264
22 33 72467
32 16 68436
6 1 30768
5 30 16952
16 28 160530
19 1 95819
12 37 86222
29 30 59844
12 17 55799
39 2 74273
4 24 164437
13 40 117255
27 13 118140
38 37 93932
1 22 46314
30 37 49266
18 24 109412
41 39 119219
8 26 129809
41 19 8567
27 34 88637
11 36 136982
31 1 27007
22 6 51578
40 26 111808
40 23 429
20 14 136596
37 32 67426
24 12 114486
41 8 108769
18 16 87242
3 26 12410
21 27 196151
9 11 97071
31 7 87953
15 33 38905
24 9 108857
22 31 73321
6 20 140059
15 27 9431
21 14 215431
7 1 64642
35 30 133948
Case #116: 3
1 4 470266
5 4 967680
6 2 752921
Case #117: 117
28 2 318568
7 11 274893
12 9 412280
32 22 508717
26 18 201020
38 30 284130
4 31 101219
7 39 229482
5 37 476
41 6 476885
25 38 428069
19 23 471093
17 43 393830
29 16 455984
5 12 263326
19 43 118126
6 21 309160
6 30 330122
17 31 376946
7 42 278364
12 13 341534
40 27 116574
12 17 330535
40 26 400705
25 5 382541
29 38 417228
6 9 557395
8 15 268949
18 20 387856
27 34 380286
33 18 465645
27 42 284323
37 6 361987
36 29 450741
42 23 243485
32 42 139766
25 2 673090
36 3 200118
36 39 56264
26 29 251480
27 24 440045
4 35 120232
11 14 159495
19 2 526688
29 41 565577
19 3 536668
38 32 229725
24 31 590101
15 21 158336
13 30 361094
36 7 285738
18 8 377929
31 23 204327
25 6 496720
21 20 314070
19 4 533262
23 40 342313
15 16 204887
27 8 344142
6 4 484654
32 21 274988
6 2 364300
14 15 207125
24 36 582397
8 11 149120
41 38 482525
12 29 353946
23 27 225739
34 7 326052
37 3 290401
10 24 645445
21 14 182090
41 10 510654
2 7 479919
8 19 559766
33 40 456265
35 26 74610
30 35 142782
31 3 238964
37 8 224542
11 18 331836
35 19 475588
38 21 71529
37 2 416938
30 26 179366
3 33 372104
4 18 246642
36 4 356077
21 13 353405
26 41 314097
36 23 250859
23 34 461473
2 24 743425
18 5 384418
12 10 269078
1 37 341961
18 39 237395
15 4 438835
32 41 382920
19 10 350131
37 14 211601
28 17 407024
41 28 469392
39 40 216639
16 37 160480
28 29 404095
8 13 408328
9 8 467580
24 6 688474
23 17 475903
10 21 306176
28 40 114239
13 42 243417
16 19 412740
39 34 439432
10 4 449532
19 20 348567
Case #118: Impossible
Case #119: 28
5 9 311320
2 9 555374
3 4 316458
9 3 540748
8 5 347499
3 5 514853
1 3 561609
5 7 567689
7 2 38210
5 4 613409
8 9 231612
8 3 309136
2 3 14626
6 9 231814
6 5 79506
7 3 52836
7 9 593584
1 4 733861
8 4 265910
8 1 479620
4 9 497522
7 1 585193
1 5 815217
7 8 361972
1 2 546983
7 6 629965
1 9 538126
7 4 263622
